cow_i,cow_j,start_ts,end_ts,initial_loc_cow_i_x_cm,initial_loc_cow_i_y_cm,initial_loc_cow_i_z_cm,initial_loc_cow_j_x_cm,initial_loc_cow_j_y_cm,initial_loc_cow_j_z_cm
T03,T08,1690760051.0,1690760246.0,453.8,-42.9,99.7,306.9,-27.3,126.6
T03,T08,1690760291.0,1690760411.0,518.3,-55.2,61.2,275.7,-44.4,103.0
T03,T08,1690762241.0,1690762301.0,516.0,-23.1,92.6,274.9,-38.7,87.4
T03,T08,1690762646.0,1690762721.0,520.6,-32.3,92.2,274.7,-25.0,102.6
T03,T08,1690781981.0,1690784651.0,210.8,-197.2,74.3,162.3,-28.5,102.2
T03,T08,1690787546.0,1690787606.0,267.9,-46.2,87.5,49.3,38.8,139.3
T03,T08,1690787831.0,1690787906.0,264.6,-40.2,88.0,25.3,29.0,107.0
T03,T08,1690788656.0,1690789316.0,264.1,-46.0,102.0,53.4,32.9,106.1
T03,T08,1690789391.0,1690789451.0,257.0,-43.7,86.8,23.1,35.7,96.1
T03,T08,1690789496.0,1690789556.0,259.2,-39.8,94.7,58.4,45.7,100.4
T03,T08,1690789586.0,1690789901.0,257.6,-39.1,98.1,61.1,35.6,67.7
T03,T08,1690789931.0,1690790126.0,244.5,-35.2,107.5,62.1,48.6,98.4
T03,T08,1690790171.0,1690790231.0,257.5,-42.6,98.5,37.2,36.4,95.8
T03,T08,1690790261.0,1690790336.0,254.4,-30.2,89.0,48.3,39.0,88.7
T03,T08,1690818746.0,1690818956.0,184.1,108.5,134.3,297.9,-68.3,114.1
T03,T08,1690818986.0,1690819061.0,161.6,65.0,144.3,304.6,-80.0,114.0
T03,T08,1690819196.0,1690819286.0,948.1,-6.9,139.7,963.6,-106.1,136.7
T03,T08,1690819421.0,1690819781.0,398.5,-699.1,141.5,256.0,-715.3,126.0
T03,T08,1690819811.0,1690820216.0,414.0,-737.9,98.3,255.6,-732.9,98.4
T03,T08,1690820996.0,1690821566.0,-345.2,-29.5,89.5,-141.7,58.5,121.2
T03,T08,1690821596.0,1690823111.0,-293.7,-62.2,68.8,-238.5,31.8,95.5
T03,T08,1690823156.0,1690823246.0,-315.7,-69.8,117.7,-216.1,30.4,107.9
T03,T08,1690823381.0,1690823501.0,-280.9,3.3,69.2,-221.7,15.8,82.6
T03,T08,1690823636.0,1690823801.0,-343.4,-14.9,86.8,-256.0,7.7,71.5
T03,T08,1690824086.0,1690824311.0,-401.4,-65.2,26.4,-266.3,-2.1,160.1
T03,T08,1690824341.0,1690824431.0,-291.0,-33.0,53.7,-226.1,46.9,90.6
T03,T08,1690824461.0,1690824716.0,-353.6,-46.4,101.1,-221.0,23.2,84.4
T03,T08,1690824761.0,1690825346.0,-340.0,-54.8,74.2,-230.1,57.3,108.3
T03,T08,1690825556.0,1690826231.0,-352.6,-85.6,84.3,-189.0,90.5,76.3
T03,T08,1690826456.0,1690829006.0,-303.4,-8.9,70.9,-189.2,69.1,144.4
T03,T08,1690829036.0,1690829771.0,-338.7,-37.8,88.3,-199.7,80.3,121.0
T03,T08,1690835066.0,1690835126.0,501.2,-29.0,76.2,305.4,-21.3,108.7
T03,T08,1690835156.0,1690835261.0,515.7,-23.2,78.1,332.0,-49.4,136.7
T03,T08,1690847141.0,1690847246.0,30.4,29.5,98.6,256.8,-20.7,97.4
T03,T08,1690847306.0,1690847366.0,39.9,40.0,88.8,243.8,-22.8,92.4
T03,T08,1690847396.0,1690847456.0,15.9,23.2,91.1,249.4,-32.1,94.8
T03,T08,1690847486.0,1690847681.0,58.6,67.8,71.4,254.7,-52.0,108.0
T03,T08,1690847726.0,1690847816.0,36.4,31.0,99.8,251.4,-42.9,110.8
T03,T08,1690847951.0,1690848086.0,8.0,7.9,70.0,255.2,-11.2,90.4
T03,T08,1690848116.0,1690848371.0,55.4,29.3,89.9,245.5,-43.1,88.4
T03,T08,1690848656.0,1690848971.0,25.5,38.5,82.4,242.5,-29.3,99.2
T03,T08,1690851776.0,1690852016.0,28.7,36.3,91.0,-37.4,-33.4,107.1
T03,T08,1690857431.0,1690858046.0,470.3,-200.7,102.0,354.3,-30.7,89.2
T03,T08,1690858076.0,1690858556.0,502.6,-48.8,68.5,338.5,-42.5,141.0
T03,T08,1690858676.0,1690859081.0,506.3,-60.8,67.2,419.7,-201.7,109.1
T03,T08,1690871951.0,1690873586.0,538.9,-189.5,65.2,530.1,31.0,90.0
T03,T08,1690885796.0,1690885946.0,167.7,-0.4,122.8,-71.3,-33.0,128.4
T03,T08,1690886081.0,1690886216.0,134.2,-17.0,103.0,-83.1,-22.1,148.9
T03,T08,1690886471.0,1690886546.0,135.8,-30.5,94.4,-7.0,-62.2,122.9
T03,T08,1690886846.0,1690886936.0,82.0,-34.1,108.0,-55.5,-33.3,146.0
T03,T08,1690893536.0,1690893746.0,-322.1,52.4,80.5,-155.0,-0.6,48.0
T03,T08,1690898486.0,1690898591.0,-315.0,5.4,74.1,-110.4,37.3,152.7
T03,T08,1690900661.0,1690900721.0,-271.4,-11.9,80.5,-96.8,25.4,112.1
T03,T08,1690907936.0,1690915361.0,-43.3,93.9,129.4,-61.5,22.6,87.2
T03,T08,1690915391.0,1690916261.0,-9.4,70.2,119.2,-47.5,21.0,90.7
T03,T08,1690916291.0,1690916951.0,-7.6,49.6,92.9,-59.1,57.1,101.9
T03,T08,1690940516.0,1690941641.0,-220.3,-23.8,102.2,-100.9,103.3,104.2
T03,T08,1690941671.0,1690945391.0,-211.3,-24.6,101.4,-182.7,59.3,130.5
T03,T08,1690953716.0,1690953836.0,595.5,-190.5,112.7,471.2,-16.2,118.6
T03,T08,1690953866.0,1690953986.0,600.6,-166.2,134.8,436.0,-27.9,114.8
T03,T08,1690954016.0,1690954091.0,598.2,-168.6,131.4,447.5,-24.5,124.7
T03,T08,1690954541.0,1690955096.0,236.9,-26.6,108.7,405.1,-22.3,90.4
T03,T08,1690955126.0,1690955576.0,259.1,-102.1,22.3,453.0,-28.6,129.3
T03,T08,1690964591.0,1690964696.0,-221.8,491.3,109.4,-448.5,489.9,124.6
T03,T08,1690980521.0,1690980581.0,-554.7,-705.3,118.3,-417.7,-704.3,142.1
T03,T08,1690980701.0,1690981211.0,-537.9,-711.4,116.9,-306.6,-742.9,112.7
T03,T08,1690981286.0,1690981496.0,-551.7,-696.6,144.3,-347.3,-714.7,107.0
T03,T08,1690985591.0,1690985666.0,-151.0,-44.8,66.3,49.1,71.3,153.7
T03,T08,1690985756.0,1690986131.0,-213.0,-100.7,89.8,-275.1,51.8,104.8
T03,T08,1690988126.0,1690992086.0,-325.5,201.2,106.8,-246.9,34.3,110.8
T03,T08,1690994126.0,1690994216.0,-101.9,-179.0,129.2,-202.4,34.1,97.2
T03,T08,1690997411.0,1690997486.0,-110.8,-685.8,148.7,-224.3,-627.2,155.5
T03,T08,1690998521.0,1690998626.0,-690.0,-487.1,121.5,-775.0,-576.9,142.0
T03,T08,1691002781.0,1691002886.0,-573.8,35.2,18.2,-486.7,59.9,156.6
T03,T08,1691022881.0,1691023286.0,-201.0,200.8,96.6,-43.9,34.8,99.5
T03,T08,1691024381.0,1691024501.0,-191.7,91.6,76.8,-324.1,-22.5,103.9
T03,T08,1691024531.0,1691025041.0,-203.9,41.7,91.0,-358.5,-53.0,139.1
T03,T08,1691025071.0,1691025236.0,-179.6,45.1,86.2,-294.7,-78.2,144.0
T03,T08,1691025266.0,1691025416.0,-161.7,60.7,84.3,-323.9,-86.2,144.2
T03,T08,1691025446.0,1691026061.0,-167.5,57.7,86.0,-348.1,-33.9,90.7
T03,T08,1691026091.0,1691027096.0,-187.0,36.0,85.8,-339.1,-31.0,87.7
T03,T08,1691027126.0,1691027276.0,-199.3,37.8,84.9,-346.9,-26.1,97.5
T03,T08,1691027321.0,1691027396.0,-165.5,57.5,65.5,-335.8,-20.1,94.3
T03,T08,1691027441.0,1691027531.0,-189.5,45.9,87.1,-331.1,-28.3,84.5
T03,T08,1691027561.0,1691027621.0,-202.9,44.4,133.5,-349.3,-23.7,96.0
T03,T08,1691053391.0,1691053481.0,9.3,88.6,133.1,-197.7,-21.4,88.9
T03,T08,1691053721.0,1691053796.0,-76.1,90.6,109.2,-219.0,-20.8,104.8
T03,T08,1691053826.0,1691053931.0,6.7,69.1,106.8,-219.5,-13.4,100.8
T03,T08,1691058911.0,1691060321.0,-334.3,123.7,128.6,-220.2,-22.9,94.3
T03,T08,1691077781.0,1691077901.0,-318.0,-31.3,91.0,-96.2,62.7,133.0
T03,T08,1691077961.0,1691078126.0,-327.2,-31.5,102.8,-133.1,24.9,120.6
T03,T08,1691078261.0,1691078336.0,-309.4,-21.0,89.2,-132.3,42.7,127.6
T03,T08,1691078636.0,1691078771.0,-328.4,-32.2,100.7,-100.2,19.8,124.1
T03,T08,1691080016.0,1691080091.0,-320.0,-25.2,99.2,-78.5,25.5,92.7
T03,T08,1691085581.0,1691086481.0,-214.2,194.3,118.1,-60.7,23.3,76.5
T03,T08,1691087081.0,1691087381.0,-224.9,19.5,81.6,-84.7,-32.1,140.6
T03,T08,1691087411.0,1691087501.0,-236.7,25.2,74.7,-27.8,-70.1,137.4
T03,T08,1691089556.0,1691089631.0,-205.6,51.7,83.2,-7.1,89.8,77.9
T03,T08,1691090081.0,1691090696.0,-217.5,37.9,89.9,-108.9,-27.3,97.7
T03,T08,1691090771.0,1691090936.0,-248.9,13.8,55.4,-293.9,-127.8,54.8
T03,T08,1691091071.0,1691091206.0,-276.5,44.3,93.9,-109.2,-24.5,102.9
T03,T08,1691091236.0,1691091326.0,-184.5,116.9,44.7,-128.0,-30.6,95.0
T03,T08,1691091431.0,1691091581.0,-223.6,13.9,66.3,-153.8,-23.8,97.9
T03,T08,1691091611.0,1691091776.0,-224.6,20.1,81.4,-128.2,-18.2,98.9
T03,T08,1691091851.0,1691091941.0,-167.9,-32.6,79.1,-109.3,-31.9,110.7
T03,T08,1691093966.0,1691094041.0,-829.7,29.8,103.1,-632.5,-4.8,166.2
T03,T08,1691104241.0,1691104331.0,-285.0,-66.9,64.8,-78.1,52.5,93.7
T03,T08,1691104361.0,1691104421.0,-268.3,-85.1,60.4,-133.1,47.5,112.1
T03,T08,1691104766.0,1691105051.0,-314.8,-70.0,90.8,-156.7,25.0,121.1
T03,T08,1691112491.0,1691112671.0,190.7,-43.5,106.3,172.2,-155.0,202.0
T03,T08,1691112701.0,1691113856.0,146.4,-16.3,83.5,13.2,-31.4,110.0
T03,T08,1691115191.0,1691115266.0,161.7,-57.1,99.8,-72.9,-13.0,135.9
T03,T08,1691118191.0,1691118656.0,-236.3,-63.5,73.0,-99.6,-13.1,92.3
T03,T08,1691118686.0,1691118776.0,-329.2,-61.2,83.0,-112.2,-17.0,98.2
T03,T08,1691118806.0,1691119016.0,-326.9,-61.0,84.0,-102.9,-13.7,98.2
T03,T08,1691119286.0,1691119376.0,-332.4,-54.7,90.0,-131.5,-15.7,90.6
T03,T08,1691119406.0,1691119511.0,-346.2,-46.4,94.8,-111.8,-11.6,101.0
T03,T08,1691119541.0,1691119631.0,-331.4,-56.0,89.3,-129.8,-6.2,88.2
T03,T08,1691120306.0,1691120381.0,-335.0,-52.4,102.3,-89.0,-18.8,97.9
T03,T08,1691120576.0,1691120711.0,-316.9,-63.0,90.2,-116.1,-12.2,98.3
T03,T08,1691120741.0,1691120801.0,-329.6,-55.8,91.9,-94.8,-10.9,106.5
T03,T08,1691121131.0,1691121206.0,-339.8,-54.7,102.3,-106.4,-22.2,116.9
T03,T08,1691122526.0,1691122841.0,-342.2,-51.0,92.9,-195.9,60.4,143.1
T03,T08,1691122871.0,1691123366.0,-348.2,-48.1,104.9,-151.8,45.0,122.1
T03,T08,1691126471.0,1691126666.0,-146.5,229.1,88.9,-224.1,32.2,93.7
T03,T08,1691128271.0,1691128511.0,130.3,43.4,109.1,0.5,-80.8,91.4
T03,T08,1691128541.0,1691129876.0,127.3,37.1,116.0,-62.2,-38.8,109.6
T03,T08,1691129906.0,1691130641.0,151.6,26.0,91.1,-85.0,-8.6,97.0
T03,T08,1691130671.0,1691131271.0,111.6,77.8,106.0,-66.5,-19.5,102.1
T03,T08,1691131301.0,1691131406.0,115.8,45.5,120.2,79.7,-141.2,156.9
T03,T08,1691131436.0,1691131601.0,98.4,40.0,112.3,-108.2,-50.9,78.9
T03,T08,1691131631.0,1691131871.0,156.8,1.6,140.0,-65.3,-24.6,103.2
T03,T08,1691132426.0,1691132516.0,108.6,46.8,103.4,-68.1,-71.0,89.4
T03,T08,1691132591.0,1691132996.0,129.9,45.1,111.3,-65.4,-10.4,47.1
T03,T08,1691133026.0,1691133401.0,93.3,22.3,109.5,-24.8,-45.6,111.3
T03,T08,1691133431.0,1691133941.0,136.5,41.7,112.0,-94.2,-1.3,92.1
T03,T08,1691134781.0,1691135021.0,134.9,18.0,90.4,-79.0,-4.2,93.0
T03,T08,1691135156.0,1691135366.0,156.0,27.9,100.1,-50.9,-43.8,104.0
T03,T08,1691136716.0,1691136821.0,164.0,86.8,149.9,-61.8,24.2,98.9
T03,T09,1689960611.0,1689963191.0,-259.8,16.2,73.0,-364.9,-42.1,100.0
T03,T09,1689963221.0,1689963671.0,-233.7,39.3,91.1,-351.6,-38.5,86.3
T03,T09,1689963701.0,1689964481.0,-222.6,25.2,89.5,-299.9,-44.6,17.1
T03,T09,1689964556.0,1689964616.0,-192.7,121.0,131.2,-325.9,1.5,74.2
T03,T09,1689970466.0,1689971231.0,-621.4,-151.3,115.1,-837.1,-75.8,139.3
T03,T09,1689980696.0,1689980816.0,-76.7,-50.6,135.6,35.6,-34.6,104.2
T03,T09,1689980846.0,1689980936.0,-70.4,-74.1,136.8,28.0,-29.3,104.0
T03,T09,1689980966.0,1689983696.0,-88.8,-51.2,112.7,26.2,-20.4,95.9
T03,T09,1689983726.0,1689988061.0,-148.2,-123.5,167.8,37.6,-32.9,95.9
T03,T09,1689991676.0,1689991871.0,-111.9,0.6,93.0,-90.8,175.0,124.7
T03,T09,1689995861.0,1689997811.0,-37.3,-89.8,124.2,-78.9,6.6,84.8
T03,T09,1690001621.0,1690002746.0,-71.8,-52.9,73.1,108.7,-84.2,87.1
T03,T09,1690005566.0,1690009526.0,26.9,-79.3,108.4,109.7,-19.7,92.0
T03,T09,1690009556.0,1690009871.0,18.4,-45.0,104.7,111.4,-19.6,86.5
T03,T09,1690009901.0,1690010066.0,-32.0,-12.0,109.8,133.7,-35.8,86.9
T03,T09,1690010096.0,1690010171.0,37.4,-45.4,99.2,136.6,-50.4,91.9
T03,T09,1690010201.0,1690010306.0,-6.3,-78.9,81.4,113.4,-61.1,78.8
T03,T09,1690010336.0,1690010501.0,6.4,-85.6,74.8,114.4,-65.3,81.9
T03,T09,1690010531.0,1690010696.0,24.2,-84.6,70.4,133.4,-32.0,93.5
T03,T09,1690010726.0,1690010876.0,-26.4,-66.5,64.3,137.1,-31.5,75.0
T03,T09,1690010936.0,1690011431.0,7.4,-92.7,82.4,115.0,-21.0,79.9
T03,T09,1690011461.0,1690011866.0,29.3,-82.6,62.1,126.4,-19.7,87.5
T03,T09,1690011896.0,1690012016.0,53.7,-49.0,83.6,132.9,-47.3,134.3
T03,T09,1690014776.0,1690014956.0,29.5,-38.8,84.4,-196.7,-22.2,102.2
T03,T09,1690014986.0,1690015046.0,29.6,-38.4,92.7,-205.8,-21.8,99.3
T03,T09,1690015076.0,1690015571.0,29.0,-38.8,91.8,-208.7,-21.1,94.9
T03,T09,1690015601.0,1690015661.0,30.6,-47.2,91.0,-201.9,-21.7,95.5
T03,T09,1690015691.0,1690015781.0,27.7,-35.3,89.0,-211.5,-19.5,98.8
T03,T09,1690015931.0,1690016471.0,19.1,-81.4,76.4,-215.3,-22.7,104.1
T03,T09,1690016501.0,1690016801.0,23.4,-30.1,92.3,-210.3,-24.1,98.5
T03,T09,1690016831.0,1690017011.0,7.5,-40.6,97.6,-215.6,-19.9,93.2
T03,T09,1690017146.0,1690017206.0,19.1,-11.1,66.3,-175.9,-42.6,76.0
T03,T09,1690017281.0,1690017581.0,1.6,-11.9,72.8,-217.4,-24.6,102.4
T03,T09,1690017611.0,1690017686.0,30.1,-43.4,90.6,-217.0,-25.0,95.0
T03,T09,1690017941.0,1690018091.0,-0.6,-36.1,103.8,-212.7,-25.7,97.7
T03,T09,1690018121.0,1690018226.0,37.4,-48.5,92.7,-209.5,-23.0,106.3
T03,T09,1690018286.0,1690018376.0,22.8,-45.3,93.4,-200.6,-23.6,101.0
T03,T09,1690021886.0,1690021961.0,-230.3,-64.3,49.0,-81.5,47.8,95.6
T03,T09,1690023221.0,1690023281.0,-323.4,-38.9,102.3,-87.8,33.9,87.4
T03,T09,1690024001.0,1690024061.0,-309.7,-37.8,100.8,-122.5,82.1,53.6
T03,T09,1690025336.0,1690025426.0,-316.1,-31.0,95.8,-80.4,35.7,85.4
T03,T09,1690030496.0,1690030601.0,-276.9,-65.7,138.7,-99.9,45.4,149.6
T03,T09,1690030676.0,1690030751.0,-248.0,-52.2,103.6,-126.2,66.6,135.5
T03,T09,1690030871.0,1690030991.0,-320.5,-43.5,97.0,-96.7,45.4,137.1
T03,T09,1690031021.0,1690031171.0,-298.9,-37.9,96.1,-109.8,29.0,125.6
T03,T09,1690031216.0,1690031276.0,-306.6,-27.5,84.4,-120.7,35.2,105.8
T03,T09,1690031621.0,1690031771.0,-323.0,-36.4,96.1,-118.6,23.9,97.5
T03,T09,1690031876.0,1690032011.0,-299.6,8.6,144.6,-117.4,25.3,97.7
T03,T09,1690032311.0,1690032386.0,-320.9,-31.3,96.0,-87.8,18.4,82.8
T03,T09,1690032476.0,1690032596.0,-329.8,-28.9,98.9,-118.4,42.6,96.5
T03,T09,1690032626.0,1690032761.0,-311.4,-36.9,100.7,-119.7,32.9,102.0
T03,T09,1690032791.0,1690032866.0,-322.2,-43.8,97.0,-121.9,46.7,100.9
T03,T09,1690032896.0,1690033121.0,-304.4,-3.4,70.5,-94.6,21.1,102.5
T03,T09,1690033166.0,1690033466.0,-313.4,-46.9,96.0,-110.7,33.7,102.3
T03,T09,1690033496.0,1690033691.0,-315.0,-29.0,98.8,-77.7,21.9,96.1
T03,T09,1690033721.0,1690033781.0,-314.4,-41.3,94.3,-101.4,27.6,97.3
T03,T09,1690034156.0,1690034291.0,-309.8,-36.1,100.3,-79.9,37.5,93.7
T03,T09,1690034381.0,1690034606.0,-310.9,-33.2,94.9,-109.4,26.5,97.7
T03,T09,1690034651.0,1690035431.0,-297.7,-42.4,103.5,-100.3,28.5,97.4
T03,T09,1690035461.0,1690035956.0,-219.3,-79.7,60.1,-49.8,15.2,61.1
T03,T09,1690035986.0,1690036196.0,-332.3,-17.6,114.6,-91.0,35.0,97.0
T03,T09,1690036226.0,1690036301.0,-313.2,-32.2,110.2,-110.2,30.5,111.7
T03,T09,1690037561.0,1690037816.0,-538.3,-604.6,126.0,-719.7,-761.7,131.2
T03,T09,1690038761.0,1690038836.0,-621.0,-712.5,83.3,-816.6,-595.6,89.2
T03,T09,1690038866.0,1690039046.0,-647.9,-811.1,119.4,-564.6,-765.2,97.8
T03,T09,1690039106.0,1690039301.0,-180.2,-765.4,115.5,-117.0,-656.4,80.5
T03,T09,1690039391.0,1690039451.0,-124.1,-690.9,90.8,113.8,-721.8,108.4
T03,T09,1690044701.0,1690044806.0,-495.0,193.8,117.8,-357.6,43.0,85.6
T03,T09,1690052411.0,1690052951.0,-316.3,-30.0,92.1,-214.1,-168.6,86.8
T03,T09,1690052981.0,1690054826.0,-334.8,-43.0,87.4,-221.6,-25.7,96.9
T03,T09,1690054856.0,1690055276.0,-303.0,-27.5,91.0,-195.8,-19.2,92.5
T03,T09,1690072391.0,1690072451.0,37.8,45.6,106.4,264.5,-42.6,100.4
T03,T09,1690076621.0,1690077026.0,41.9,67.4,102.3,-98.9,78.1,138.0
T03,T09,1690077056.0,1690077146.0,23.3,84.8,95.5,-88.7,42.5,142.2
T03,T09,1690077176.0,1690077341.0,13.1,39.4,91.3,-34.8,45.3,116.6
T03,T09,1690077371.0,1690077431.0,18.5,78.9,79.4,-98.5,34.1,101.9
T03,T09,1690077461.0,1690078031.0,29.4,83.1,113.7,-103.2,43.2,92.6
T03,T09,1690078061.0,1690078241.0,10.1,71.3,84.2,-90.7,28.8,101.4
T03,T09,1690078271.0,1690078376.0,34.0,44.0,105.2,-85.8,17.3,91.6
T03,T09,1690078406.0,1690078586.0,22.4,96.8,63.8,-99.6,20.1,106.4
T03,T09,1690078631.0,1690078886.0,34.8,61.6,85.5,-70.2,38.2,95.7
T03,T09,1690078916.0,1690078991.0,7.2,64.6,99.5,-86.5,34.6,90.2
T03,T09,1690079021.0,1690079186.0,-10.5,51.4,43.9,-98.4,22.5,100.9
T03,T09,1690079216.0,1690079366.0,-37.0,5.6,96.9,-86.5,47.3,77.9
T03,T09,1690079501.0,1690079636.0,28.5,51.1,108.6,-53.9,47.1,71.9
T03,T09,1690079666.0,1690079981.0,-10.9,53.1,102.3,-101.3,35.3,94.7
T03,T09,1690080011.0,1690080611.0,40.8,103.7,69.2,-107.7,31.4,102.6
T03,T09,1690080941.0,1690081046.0,35.1,54.4,145.9,-36.0,29.9,99.7
T03,T09,1690084766.0,1690084931.0,-188.9,-26.8,91.8,-100.6,15.6,77.2
T03,T09,1690085081.0,1690085531.0,-270.5,-71.6,123.0,-96.0,32.2,88.8
T03,T09,1690085576.0,1690085996.0,-209.5,-6.5,88.2,-132.5,90.2,88.6
T03,T09,1690086026.0,1690086476.0,-216.3,-21.2,102.3,-111.1,18.0,104.2
T03,T09,1690086506.0,1690086611.0,-225.8,-6.7,98.5,-88.8,3.3,82.4
T03,T09,1690086641.0,1690086866.0,-214.8,-27.2,91.9,-97.7,46.4,91.9
T03,T09,1690087091.0,1690087541.0,-223.6,-9.0,95.0,-135.0,74.8,85.5
T03,T09,1690087571.0,1690088006.0,-206.2,-18.4,93.1,-115.7,6.6,89.6
T03,T09,1690088036.0,1690088141.0,-197.7,-12.7,90.4,-99.5,30.4,98.5
T03,T09,1690088201.0,1690088756.0,-216.3,-14.6,88.9,-84.8,6.4,70.4
T03,T09,1690088786.0,1690088921.0,-196.7,-37.6,147.9,-108.0,27.0,89.7
T03,T09,1690089041.0,1690089176.0,-213.8,-36.1,158.2,-106.0,40.5,111.3
T03,T09,1690089206.0,1690089386.0,-169.4,-39.4,78.0,-75.8,18.4,104.4
T03,T09,1690089446.0,1690089551.0,-222.3,-32.7,86.6,-80.6,35.6,93.2
T03,T09,1690089626.0,1690090241.0,-212.4,-32.2,93.0,-76.2,50.4,113.9
T03,T09,1690090271.0,1690090406.0,-183.9,-36.8,82.9,-57.8,42.3,98.8
T03,T09,1690090436.0,1690090616.0,-215.7,-34.3,98.3,-63.9,43.8,97.2
T03,T09,1690090646.0,1690091096.0,-201.7,-48.0,104.1,-72.7,94.6,82.5
T03,T09,1690091381.0,1690091441.0,-180.4,-51.2,95.1,-91.7,14.7,104.2
T03,T09,1690091561.0,1690091651.0,-228.6,-33.9,101.3,-168.0,85.2,-58.1
T03,T09,1690091681.0,1690091741.0,-216.0,-40.1,95.4,-46.0,47.7,90.6
T03,T09,1690091771.0,1690091996.0,-218.9,-29.0,89.4,-58.5,45.8,92.1
T03,T09,1690092026.0,1690092101.0,-70.3,-17.9,49.4,-62.5,35.5,97.5
T03,T09,1690092131.0,1690092356.0,-206.7,-26.4,115.0,-56.7,29.2,101.5
T03,T09,1690092506.0,1690092581.0,-201.3,-96.1,74.1,-104.6,-22.5,42.7
T03,T09,1690092716.0,1690092836.0,-214.9,-33.9,93.0,-1.6,41.4,88.7
T03,T09,1690092866.0,1690093061.0,-228.3,-19.7,108.6,-63.8,40.2,90.4
T03,T09,1690093136.0,1690093226.0,-220.8,-35.1,82.1,-51.9,-1.3,139.0
T03,T09,1690093481.0,1690093616.0,-259.4,24.9,95.0,-64.4,32.7,89.7
T03,T09,1690093691.0,1690093781.0,-217.5,-34.5,87.2,-81.4,38.3,140.3
T03,T09,1690093811.0,1690093946.0,-216.6,-28.4,92.8,-77.7,20.0,122.0
T03,T09,1690098806.0,1690099001.0,-251.1,-75.3,158.7,-327.7,-219.9,105.0
T03,T09,1690099031.0,1690099106.0,-197.0,-134.7,161.7,-321.0,-33.5,103.6
T03,T09,1690106801.0,1690108136.0,-112.8,-29.6,77.6,-100.6,65.5,106.5
T03,T09,1690108676.0,1690108946.0,110.9,-82.8,77.6,-52.5,58.1,100.0
T03,T09,1690108976.0,1690109126.0,145.3,-38.4,101.0,-84.9,34.6,92.6
T03,T09,1690109231.0,1690109291.0,144.3,-39.6,99.2,-43.9,57.1,91.6
T03,T09,1690109336.0,1690109396.0,153.3,-48.4,97.8,-50.6,46.0,98.5
T03,T09,1690109426.0,1690109546.0,144.6,-41.7,97.3,-78.9,27.8,94.6
T03,T09,1690109606.0,1690109696.0,142.8,-42.1,98.2,-59.9,39.5,98.9
T03,T09,1690110071.0,1690110311.0,144.4,-39.4,93.2,-64.8,64.9,129.4
T03,T09,1690110506.0,1690110746.0,137.4,-36.6,96.8,-60.2,43.0,105.8
T03,T09,1690110866.0,1690110986.0,131.0,-23.2,89.0,-55.7,62.3,111.4
T03,T09,1690111016.0,1690111121.0,136.1,-26.4,92.1,-65.8,33.2,90.4
T03,T09,1690111241.0,1690111406.0,141.5,-40.5,94.3,-75.4,53.4,100.2
T03,T09,1690111541.0,1690111646.0,117.1,-43.3,86.3,-62.5,85.3,82.6
T03,T09,1690111676.0,1690111991.0,125.0,-62.6,76.0,-82.6,48.0,111.6
T03,T09,1690112021.0,1690112096.0,107.1,-85.5,82.0,-39.0,45.0,79.0
T03,T09,1690112246.0,1690112321.0,98.7,-86.3,68.6,-77.2,62.4,82.5
T03,T09,1690112381.0,1690112816.0,118.7,-87.0,68.9,-75.5,65.4,107.2
T03,T09,1690112861.0,1690112921.0,152.0,-40.8,99.5,-62.6,62.9,106.6
T03,T09,1690119731.0,1690119806.0,-3.2,214.1,107.3,-105.9,50.2,22.7
T03,T09,1690119836.0,1690119911.0,7.8,53.9,103.4,-108.1,3.5,81.8
T03,T09,1690120091.0,1690120511.0,-20.6,47.7,101.6,-101.7,0.3,77.1
T03,T09,1690120541.0,1690121831.0,-8.4,56.8,95.0,-119.7,16.4,87.0
T03,T09,1690140296.0,1690140431.0,20.5,-29.5,83.5,-150.0,56.0,84.6
T03,T09,1690140716.0,1690140821.0,6.3,-34.0,81.8,-193.3,47.8,142.2
T03,T09,1690140851.0,1690140971.0,37.8,-48.0,88.6,-192.6,33.1,123.3
T03,T09,1690141016.0,1690141166.0,37.8,-53.9,91.3,-190.5,28.8,104.9
T03,T09,1690141691.0,1690141751.0,36.8,-47.5,95.7,-157.9,31.6,115.6
T03,T09,1690147946.0,1690148141.0,138.1,176.7,103.7,277.9,-12.8,83.3
T03,T09,1690148216.0,1690148321.0,114.3,54.4,92.5,277.2,-8.9,84.8
T03,T09,1690148456.0,1690148546.0,122.0,32.9,95.8,272.5,-11.2,89.6
T03,T09,1690148576.0,1690148651.0,117.6,34.4,99.9,277.7,-9.0,88.3
T03,T09,1690148681.0,1690148876.0,119.5,39.1,97.8,272.3,-7.6,83.1
T03,T09,1690148981.0,1690149071.0,100.0,76.5,71.4,276.8,-7.4,94.1
T03,T09,1690149116.0,1690149371.0,105.0,34.4,101.2,260.3,-2.4,92.1
T03,T09,1690149401.0,1690150046.0,117.9,32.6,101.5,271.1,-10.5,90.8
T03,T09,1690150076.0,1690150511.0,140.1,47.9,108.7,263.5,-5.4,100.6
T03,T09,1690150571.0,1690150751.0,115.4,12.5,88.9,278.9,-6.1,87.6
T03,T09,1690150781.0,1690150946.0,121.8,33.6,100.3,291.7,-60.9,70.2
